title,track_id,artists,artist_ids,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,loudness,valence,mode,genres,lyrics,tokens,sentiment
Only You Freestyle,4OENnoidV0h8gJV6bhrw7r,"Headie One, Drake","['6UCQYrcJ6wab6gnQ89OJFh', '3TVXtAsR1Inumwj472S9r4']",0.826,0.254,146.95,0.27,0.562,0.0,4,0.68,5,-2.561,0.804,1,"uk hip hop, canadian hip hop, canadian pop, hip hop, rap, toronto rap",woi 1 drake chubbs  jam yute chain  sweet  called maya jama givin gift santa sippin sanna  lean wock closet filled designer comin panda panda gyal came booth asked wheel  heard drill atlanta arabic ting told look youssef look hamza habibti  ana akeed inti ana ahla pop skull gaza gaza  mazza  peace cassava dem burn grabba woi  cliz  headie hand shake man hold steady man love pose ting picture man shoulda bus ting  man love hezi hezi  backchat prezi  beef taste veggie gyal  ritz manipedi cc bag look nice birkin bag look way heavy thats big gyal ting man  raemi turned mommy thats si turned abti fan mail came crib yute love swear touched   drive whip look way dusty gallest  st michael gyal come way fussy crushy man said  man wasnt  wassi nah nah nah man wasnt  oneninefourtwo hit  man  way frosty buzzy girl past lost love  crossed cuss  come  circle word bos slow stroking cause bamski way big gyal dont rush woi dont  rise rifle man try send young boy dont  ride high school man droppin lately dont  fly itunes  people buy hype dont  buy hype dealt big homie  dont  sidebyside nuff time tried hide  amnesia remind im touchin road   word mob im tied im givin decide jheeze   likeinterlude headie   suhsuhsuh ofb ofb suhsuh suhsuh suhsuhsuhsuh  2 headie  hate leggies suhsuh  point gang   didnt  rise dot bed ready turn brobro chinged opp boy swear chinged  told turn   thought bos shot nathan tettey told turn bad b ohene turn turn   yard love reggae shawty dishin store telly france balling trezeguet  look sexy sippin henny prawn grilled pasta penne suh suh suh suh suh suh suhsuhsuhsuh  headie headie tracksuit louis covered fenty   light cling  didnt stop smellin petty turn  dark blue  red balotelli time way mean way house way huh penty uptown penty huh bentley range bentley   pocket  turn   bread afford trenton turn turn turn  litre flying epsom turn turn turn swear ive seen life perspective told turn spot far upsuh enroute connection told turn  run  scottish note  care bout recession     jail  boogie judge gave  year straight moved cps murder dock rupert suh suh suh suh cah lil bro went dun ruthless cutie halfcuban probably playin cuban turn  chillin ooters booters eating uptown suited booted booted booted turn turn turn turn wasnt  jean bootleg  work aint  spoonfed turn comin jungle  zoo told turn fourfour threetwo auto bell toothpick told turn rap cap speak truth told turn lord forgive dont  theyre told turn shotgun open hatch    aint forgot feel losin told turn thought permanent  amusin drip im canoein time flyin  im tryna  live ting juvies juvies suhsuhsuh beef fryin aint,1123,0.04723695286195289
Hot (feat. Gunna),5Z8HZM6iQMhhqyPcCGY5g9,"Young Thug, Gunna","['50co4Is1HCEo8bhOyUWKpn', '2hlmm7s2ICUX0LVIhVFlZQ']",0.651,0.0772,111.997,0.235,0.063,0.0,4,0.855,0,-8.044,0.559,0,"atl hip hop, atl trap, gangster rap, melodic rap, rap, trap, atl hip hop, melodic rap, rap, trap",hot hot hot hot hot hot hot hot hot hot hot hot gunna  litty love hot turned city broke notch millis  knot created history  lot tried dis ended fox  chopstick cause going chop took folly cause pussy pop run nike lock 1 gunna cartier im bossman suit tie  sober stay high pour syrup canada dry ridin spaceship bonnie clyde dont worry    shenenehs birkins  decide latest mercedes goto surprise dont sleep miss lady pussy prize dick  im grippin  bigger maybach aint regular size  fly pelican glide aint slick tell disguise upgraded wrist  baguette sky sing  sign change  life told gargle work high gunna  litty love hot turned city broke notch millis  knot created history  lot tried dis ended fox  chopstick cause going chop took folly cause pussy pop run nike lock   likeinterlude young thug cash money check cash addy birkin brand new extendos passed dawg sprite 2 young thug took bentley coupe  hopped cayenne skrrt   bentley  driver skrrt man synthetic weed  smoke roll royce im  double cupped im drinkin shoot tire huh doodoodoodoodoodoodoodoo im coupe kick door 5  award shelf  sixteen round  im sick tired young  act firin tellin lie actin  created  drip guy cartier  cartier coat cartier watch cartier love cartier thot cartier spec buffalo  princess cut diamond cartier cartier bag cartier thot sky wrangler coupe   dash cartier jean aint way sag aint way ima   bad   way ima  grip   sit champ wait holdout whip new chanel patek whip wrist dont break door turn   floor whorehouse  rack  dude brought flood gunna hot hot hot hot hot hot,656,0.1538517831374974
Drip or Drown,6ZthdsKjWtiCxnxbhs74vF,Gunna,['2hlmm7s2ICUX0LVIhVFlZQ'],0.478,0.112,118.008,0.361,0.774,0.0,4,0.952,5,-8.52,0.568,0,"atl hip hop, melodic rap, rap, trap",woodgrain damier buckle cool quarter  goyard duffle  shuffle born drip learned hustle hus look dior bifocals look  head bend  lately lookin dollar pinstripe high water dress golfer drip ride foreigns aint impala foreigns aint new born  bottle ah shoppin barney drip model watch drip hit met gala codeine sip lip dont  splattered sip doctor told l lean bladder mm run cash family dont matter cash  feel pain  pop tag palm angel sweater  blue jag  mom feel better fucked snow bunny  coachella vvs damn pointer bezel  fast  slimy  slime life grimy watch devil grime roll royce come umbrella 2018 porsche carrera goyard pouch rack quarter ounce  account large  shop  designered drip drown drip drown 2 killin hoe need  paramedic kill new fendi runner feel athletic run bought partner patek blowin cash time aint twentyone   savage yup cook kitchen dope smell acid yup pourin hitech im sippin relaxin vibe la gunna fuckin baddest vibe fn aint plastic  casket wiped nose quickly pas napkin slime addiction love fashion prayin bros catholic pray lifetime hat cause  cappin  aint eatin stop cappin aint fastin cap   sleep cause life action  happened  rappin   goyard pouch rack quarter ounce  account large  shop  designered,511,0.12964213564213564
Betrayed,4vaxvNDaLSoD36iZX515ug,Lil Xan,['3EXdLajEO02ziZ90P90bSW'],0.434,0.128,120.012,0.118,0.434,0.0,4,0.821,10,-9.194,0.241,0,cloud rap,bobby johnson beat 1 pop trunk open sold soul good price outta sight ho talent right  squad ran yikes im business man business damn ima bend ima lick dick turn  ima kick talk   fake love holy son chosen  im sippin grail dont kiss tell  wish  dont need  enemy friend yall feed energy aint dead  higher entity foreign think whip foreign viciously dude  pic said gay  said gay  said hate im street said hate im street blow  history said hate insta feed xans dont  xans  xans fake xans betray xans dont  xans  xans fake xans betray 2 pussy taste skittle  taste rainbow hah crayola draw table flip yola heartshaped kiss  miss mistress 666 evil  mention heartshaped kiss  miss mistress 666 evil  mention xans dont  xans  xans fake xans betray xans dont  xans  xans fake xans betray   xans fake xans betray xans  xans betray xans  xans  xans  xans  xans,449,-0.28549783549783553
Fruit Punch,0lpRp9KzzMbC0w1uiL7H7f,Kaiydo,['6y02TEMv71ArWB2qhIaQ5m'],0.586,0.074,104.002,0.176,0.037,0.0,4,0.8,0,-7.344,0.749,1,,song wrote  perfect world ay girl  wait till party cause feel great dont  bout dont  hook fruit punch cup night getting started im   reach pocket wallet missing boy tighten party rooftop  fall jump thats showed 1 okay im nineteen bright dream vision nice thing comma stream  figure okay phone  sauce im drippin shakin 99 2000 limit  limit mama said boy solider ay   survive ay boy heard locked ay   talking   vibe ay remember long night ay eating getting fed right neck froze im headlight swear lit caught  shot act surprised  came friend  help pull    likehook said song wrote ay  perfect world dang girl  wait till party cause girl feel great dont  bout dont  fruit punch cup night getting started im   reach pocket wallet missing boy tighten party rooftop  fall jump thats showed 2 okay lately feeling different party otown  wont sign motown edf bigger watch  round table turn quicker picture okay im  picture rolling pac  sleeping industry better picture holding spot changed lot pas clock matter fact pas aux party went stock watch  fold laptop  pas sstop hook wrote  perfect night ay girl  wait till party cause girl feel great dont  bout dont   fruit punch cup life getting started im   reach pocket  wallet ay thats wassup party  world  fall,532,0.39253246753246757
A Girl Named Drool And A Pack of Kools,7crmy2ZlZwJD1EtaHsYPj2,$uicideboy$,['1VPmR4DJC1PlOtd0IADAO0'],0.491,0.153,127.979,0.0378,0.284,0.000314,4,0.583,5,-9.79,0.3,0,"cloud rap, dark trap, new orleans rap, underground hip hop",playa fly busta bap   busta bap hit hoe    busta bap hit hoe    busta bap hit hoe    busta bap hit hoe    busta bap hit hoe  1 ruby da cherry asked  bum cig said kool said thats cool dont  kind cigarette prefer smoke needed reason talk girl true making ruby drool lick slapped  face snapped right  place pace sure lack ace im slave old way  mistake hoe ruby cause cherry pussy buried 2 lick sloth girl ride creep night blowin phone lick love im detached dont feel   relapse  drug  snap kill   dangerous think think  think love think ex think rest  hoe    ruby  uzi bruh im sick hoe light joe bury grave dug  love  love  love playa fly   busta bap hit hoe    busta bap hit,369,0.3357142857142857
Cash War,42vD3VJBNhxLQ1SWmryw8C,Gunna,['2hlmm7s2ICUX0LVIhVFlZQ'],0.455,0.114,108.065,0.21,0.0411,4.63e-06,4,0.94,2,-6.046,0.106,1,"atl hip hop, melodic rap, rap, trap",cash war flew   water passport ah lamborghini urus fast car fast im  world securin bag boy boy  bro neighbor  door  roll royce carpet floorboard woo  thousand dollar auto auto stylist people callin drip lord drip post  hardcore hard pop addy im ridin meet tom ford tom ford  real love real love ride  id kill kill stood tough mean aint switchin  real nothin aint changed  change white range rover beige gut 1  save em kicked slayed slayed sauce flavor flavor saks fifth ho dreamt paid paid new crib lot acre way suck  plus plus break  brain bust  check   chain bust chain bust  check   chain bust ah eliantte  real rock real rock  color diamond wrist watch    plain watch plain watch   thousand plane watch rose gold richard mille aint ahha pop pussy  leave shell shocked shell shocked im bigger dripper chanel sock chanel sock   lotta money cash war flew   water passport ah lamborghini urus fast car fast im  world securin bag boy boy  bro neighbor  door  roll royce carpet floorboard woo  thousand dollar auto ah stylist people callin drip lord post  hardcore hard pop addy im ridin meet tom ford tom ford  real love real love ride  id kill kill stood tough mean aint switchin  real nothin aint changed  change white range rover beige gut range 2 white range rover beige gut beige table pay paid bos paid wax pussy dont use razor nah diggin im tryna dig grave huh grave huh ask favor huh swear god wont work favor fave stack lot cash layer ballin la feel laker laker ridin   pay cut milli come inside maker maker red black bentley raider run  door cater cater jump man im alligator huh buy  tailored tailor told  play  tried play  play  dis em nah  feelin way lotta money cash war flew   water passport ah lamborghini urus fast car fast im  world securin bag boy boy  bro neighbor  door  roll royce carpet floorboard woo  thousand dollar auto ah stylist people callin drip lord post  hardcore hard pop addy im ridin meet tom ford tom ford  real love real love ride  id kill kill stood tough mean aint switchin  real nothin aint,755,0.06478839143312828
4 The Betta,7ibRB2S2WOfPKSvYkhcYtj,LUCKI,['5tQMB0cuNXdCtzovGt55uD'],0.453,0.114,155.984,0.337,0.233,1.98e-06,4,0.78,6,-9.926,0.305,1,plugg,pocket haha pull lever seat pull lever seat leather  sweat cause pocket better 1 better sunny weather  head im ghost  hater im red dead deader dodging fed fairytale wish better brother mother wont break heart   duckers dont  lover different summer  heart  love think smart pull lever seat leather  sweat cause pocket 2 better brought better wrote  eighty thousand  better bout cheddar shady homie check secure piece  bread better   pull lever seat leather  sweat cause pocket better,348,0.3040178571428571
Eggz,5uUl7JpNHag261OtjQQEky,Westside Gunn,['0ABk515kENDyATUdpCKVfW'],0.548,0.104,77.874,0.376,0.514,1.09e-05,4,0.828,9,-10.358,0.817,0,"alternative hip hop, boom bap, buffalo hip hop, hip hop, upstate ny rap",thats car cherry red illest seen life fed juunj jogger gauge leg whippin yola lookin im cookin fuckin egg half  doin life  dead rockin vintage iceberg snoopy head bobby fischer fisker  richer muzzle  tec hear bullet whisper pocket shark shine state new york mind state check buffalo crime rate gas hip case  trip run whip old gangland real   deal karl lagerfeld bucket sugar hill  gettin money everybody worth mil wipe  new  dollar  real interlude sample scratch half  doin life  dead hear bullet whisper   come  check buffalo crime rate sample sayin  rich  rich dang aint ya rich,235,0.1045995670995671
Perfect (feat. City Girls),0qJ0eDL9Szdylx4kRRCBQD,"Cousin Stizz, City Girls","['0KpCz7V5XRkqKuM1JDf56O', '37hAfseJWi0G3Scife12Il']",0.692,0.0875,123.999,0.22,0.102,3.06e-06,4,0.965,1,-4.08,0.422,1,"boston hip hop, underground hip hop, scam rap, trap queen",crazy bullshit  crazy die im perfect ride perfect cousin stizz ride perfect slide perfect die im perfect lie im perfect ride perfect slide perfect die im perfect lie im perfect 1 cousin stizz brink truck need buck cash need slut  floor    time   hot wow bad   soft trappin sophomore tryna  dollar   hot boy  sail wave yacht boy actin oscar  imposter cousin stizz ride perfect slide perfect die im perfect lie im perfect ride perfect slide perfect die im perfect lie im perfect 2 cousin stizz bend twerk bend work bend jerk girl dont  nervous birkin money dont  nervous ima  band spend lookin check landed aint nothin new tit janet wouldnt understand wasnt sentence mouth dentist foreigns zoomin foreigns zoomin vanish   cousin stizz ride perfect slide perfect die im perfect lie im perfect ride perfect slide perfect die im perfect lie im perfect 3 yung miami miami ill  snitch daddy  ill hold brick daddy ounce smash daddy pop  ritz gettin ate steak ima cream face lil daddy ice wrist lil patek ice    static  dont nan  yall hoe free jt automatic yes im fool carat spirit animal rabbit kill pussy come stab ow cell fuckin shawty right pussy perfect  mad calm city girl perfect cheat im worth dont need tristan im pimpin ima  hide  curtain cousin stizz ride perfect slide perfect die im perfect lie im perfect ride perfect slide perfect die,571,0.6619415584415584
